event.master_deck,event.relics,event.victory,event.character_chosen,event.items_purchased,event.ascension_level,event.gold_per_floor,event.potions_obtained
"[""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Static Discharge+1"",""Conserve Battery"",""Coolheaded"",""Redo""]","[""Cracked Core"",""Gremlin Horn"",""Blood Vial"",""Dodecahedron""]",false,DEFECT,[],1,"[111,111,131,144,69,69,19,19,89,89,164,181,200,200,200,200,200]","[{""floor"":1,""key"":""SpeedPotion""},{""floor"":3,""key"":""Weak Potion""},{""floor"":4,""key"":""EssenceOfSteel""}]"
"[""Defend_G+1"",""Defend_G"",""Defend_G+1"",""Defend_G"",""Survivor"",""Neutralize"",""Deadly Poison+1"",""Backflip+1"",""Good Instincts"",""Escape Plan"",""Sucker Punch"",""Quick Slash+1"",""Endless Agony+1"",""Prepared"",""Night Terror"",""Well Laid Plans+1"",""Backflip+1"",""Bite+1"",""Bite"",""Bite"",""Bite"",""Bite"",""Writhe"",""Bane+1"",""Terror+1"",""The Bomb"",""Prepared"",""Noxious Fumes"",""Corpse Explosion"",""Deadly Poison+1"",""Dagger Throw+1"",""Dagger Spray+1"",""Iron Wave+1"",""Crippling Poison+1"",""Dodge and Roll"",""Deflect+1"",""Bouncing Flask+1""]","[""Ring of the Snake"",""War Paint"",""MawBank"",""Sozu"",""Enchiridion"",""MutagenicStrength"",""Darkstone Periapt"",""Mummified Hand"",""Ginger"",""Runic Dome"",""Mango"",""Snake Skull"",""Bottled Flame""]",false,THE_SILENT,"[""Good Instincts"",""The Bomb"",""Ginger"",""Snake Skull"",""Crippling Poison""]",0,"[115,115,135,42,60,94,113,68,68,94,106,136,148,160,172,283,295,321,333,364,376,388,400,412,438,450,479,25,25,45,56,56,160,160,173,222,241,241,14,14,14,14,14,14,34,47,47,64,64,64,64]","[{""floor"":1,""key"":""Energy Potion""},{""floor"":5,""key"":""Explosive Potion""},{""floor"":7,""key"":""SmokeBomb""},{""floor"":10,""key"":""AttackPotion""},{""floor"":16,""key"":""Explosive Potion""}]"
"[""AscendersBane"",""Strike_B+1"",""Strike_B+1"",""Strike_B+1"",""Defend_B+1"",""Defend_B+1"",""Defend_B+1"",""Zap"",""Dualcast"",""Tempest"",""BootSequence"",""Compile Driver"",""BootSequence"",""Beam Cell"",""Electrodynamics"",""Ball Lightning"",""Storm"",""Defragment+1"",""Darkness"",""Fission+1"",""Static Discharge"",""Writhe"",""Rainbow"",""Chill""]","[""FrozenCore"",""WarpedTongs"",""Blood Vial"",""Gremlin Horn"",""Peace Pipe"",""Ancient Tea Set"",""Happy Flower""]",false,DEFECT,"[""Defragment"",""Rainbow""]",20,"[11,22,22,38,56,81,81,101,183,183,198,42,42,75,75,153,153,169,180,180,180,12,12,41,41,41]","[{""floor"":5,""key"":""SteroidPotion""},{""floor"":8,""key"":""Explosive Potion""},{""floor"":11,""key"":""Energy Potion""},{""floor"":16,""key"":""SkillPotion""},{""floor"":19,""key"":""EssenceOfSteel""},{""floor"":24,""key"":""LiquidBronze""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Streamline"",""Hello World"",""White Noise"",""Chaos"",""Stack"",""Tempest"",""Echo Form"",""Conserve Battery"",""Conserve Battery"",""Glacier"",""Conserve Battery"",""Electrodynamics"",""Beam Cell"",""Double Energy"",""Loop"",""Leap"",""Reinforced Body"",""Darkness+1"",""Conserve Battery"",""Ball Lightning"",""Static Discharge"",""Buffer"",""Chill+1"",""Static Discharge"",""Reprogram"",""Defragment+1"",""Buffer+1"",""Hologram+1"",""Streamline+1"",""Barrage"",""Machine Learning"",""Storm+1"",""Chaos+1"",""Consume+1"",""Dark Shackles"",""Impatience"",""Loop+1"",""Leap+1"",""Force Field"",""Heatsinks"",""Conserve Battery"",""Chaos"",""Ball Lightning+1""]","[""Cracked Core"",""Turnip"",""Dream Catcher"",""Art of War"",""Boot"",""Bottled Tornado"",""Nuclear Battery"",""Gremlin Horn"",""Regal Pillow"",""Oddly Smooth Stone"",""Mummified Hand"",""Philosopher's Stone"",""DataDisk"",""Lee's Waffle"",""Ginger"",""Happy Flower"",""Lantern"",""Bottled Flame"",""Meat on the Bone"",""Bird Faced Urn"",""Unceasing Top"",""Letter Opener""]",true,DEFECT,"[""Double Energy"",""Loop"",""Leap"",""DataDisk"",""Lee's Waffle"",""Unceasing Top"",""Heatsinks"",""Conserve Battery"",""Chaos"",""Regen Potion""]",1,"[110,185,199,212,232,264,264,264,289,323,323,341,405,416,416,518,518,531,531,256,270,287,317,330,364,364,364,398,417,451,466,466,568,568,579,679,690,329,383,409,426,457,457,457,488,488,520,535,535,535,535,535,2,31,31]","[{""floor"":1,""key"":""Explosive Potion""},{""floor"":3,""key"":""SteroidPotion""},{""floor"":5,""key"":""Fire Potion""},{""floor"":10,""key"":""Energy Potion""},{""floor"":13,""key"":""PowerPotion""},{""floor"":18,""key"":""SkillPotion""},{""floor"":23,""key"":""FocusPotion""},{""floor"":24,""key"":""EssenceOfSteel""},{""floor"":31,""key"":""Explosive Potion""},{""floor"":33,""key"":""FocusPotion""},{""floor"":39,""key"":""Fire Potion""},{""floor"":41,""key"":""AttackPotion""},{""floor"":47,""key"":""Block Potion""},{""floor"":48,""key"":""Dexterity Potion""},{""floor"":54,""key"":""SkillPotion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Grand Finale"",""Finisher+1"",""Endless Agony"",""Cloak And Dagger+1"",""Underhanded Strike"",""Dash+1"",""Backstab"",""Deflect"",""Tactician""]","[""Ring of the Snake"",""Regal Pillow"",""MawBank"",""Dream Catcher"",""Bronze Scales""]",false,THE_SILENT,[],10,"[115,129,54,71,84,84,96,96,120,120,147,172,240,305,317,329,329]","[{""floor"":1.0,""key"":""Poison Potion""},{""floor"":4.0,""key"":""FearPotion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R+1"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R+1"",""Bash"",""Flex"",""Armaments+1"",""Ghostly Armor+1"",""Cleave"",""Pommel Strike+1"",""Body Slam"",""Headbutt"",""Demon Form"",""Clumsy"",""Cleave+1"",""Corruption+1"",""Carnage"",""Whirlwind+1"",""Headbutt+1"",""Entrench+1"",""Immolate+1"",""Pommel Strike+1""]","[""Burning Blood"",""Torii"",""Bronze Scales"",""Golden Idol"",""War Paint"",""Astrolabe"",""Regal Pillow"",""Molten Egg 2"",""Vajra"",""Omamori"",""Darkstone Periapt""]",false,IRONCLAD,[],4,"[11,0,10,25,36,36,62,62,87,105,105,30,30,51,51,170,170,195,195,0,23,41,41,79,79,79,79,94,141,172,172,172,172,172]","[{""floor"":5.0,""key"":""Swift Potion""},{""floor"":7.0,""key"":""SkillPotion""},{""floor"":10.0,""key"":""Block Potion""},{""floor"":22.0,""key"":""Dexterity Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Riddle With Holes"",""Dash"",""Dagger Throw"",""Noxious Fumes"",""Dodge and Roll"",""Tactician"",""After Image"",""Caltrops"",""Distraction"",""Bullet Time"",""Cloak And Dagger"",""Footwork+1"",""Choke+1"",""Bouncing Flask+1"",""Flying Knee"",""Die Die Die"",""A Thousand Cuts"",""Discovery""]","[""Runic Pyramid"",""Orichalcum"",""Letter Opener"",""Velvet Choker"",""Ornamental Fan"",""Pen Nib"",""Incense Burner"",""Gremlin Horn"",""Art of War"",""Busted Crown""]",false,THE_SILENT,"[""Footwork"",""Ornamental Fan"",""Pen Nib""]",9,"[118,193,204,304,321,356,366,366,366,366,382,396,409,421,421,519,519,529,543,270,288,298,298,155,190,190,208,221,221,251,251,251,348,348,360,360,360,360,360]","[{""floor"":1,""key"":""SpeedPotion""},{""floor"":5,""key"":""SmokeBomb""},{""floor"":12,""key"":""SteroidPotion""},{""floor"":14,""key"":""Poison Potion""},{""floor"":18,""key"":""Dexterity Potion""},{""floor"":19,""key"":""Weak Potion""},{""floor"":25,""key"":""PowerPotion""},{""floor"":28,""key"":""GhostInAJar""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R+1"",""Defend_R"",""Defend_R+1"",""Bash"",""Wild Strike"",""Uppercut+1"",""Whirlwind+1"",""Pummel"",""Rage"",""Flame Barrier+1""]","[""Burning Blood"",""Pen Nib"",""Golden Idol"",""MawBank"",""War Paint"",""Odd Mushroom""]",false,IRONCLAD,[],20,"[111,111,124,142,156,156,156,156,179,216,267,295,338,366,378,390,390]","[{""floor"":3,""key"":""EntropicBrew""},{""floor"":10,""key"":""Fire Potion""},{""floor"":12,""key"":""SneckoOil""},{""floor"":13,""key"":""Dexterity Potion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Accuracy"",""Finisher"",""Catalyst+1"",""Footwork""]","[""Ring of the Snake"",""NeowsBlessing"",""FossilizedHelix""]",false,THE_SILENT,"[""Catalyst"",""Footwork""]",13,"[117,133,25,25,40,40,40]","[{""floor"":1,""key"":""Weak Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Deadly Poison+1"",""Flying Knee"",""Footwork"",""Poisoned Stab+1"",""Backstab"",""Finisher"",""Accuracy"",""Die Die Die"",""Backstab"",""Blind"",""Deadly Poison+1"",""Slice"",""Bane"",""Flying Knee"",""Poisoned Stab"",""Slice"",""Poisoned Stab+1"",""Slice""]","[""Ring of the Snake"",""NeowsBlessing"",""Strawberry"",""Vajra"",""Pantograph"",""Shuriken"",""Velvet Choker"",""Torii"",""Thread and Needle"",""PreservedInsect"",""Happy Flower""]",false,THE_SILENT,"[""Torii"",""Backstab"",""Blind"",""Poisoned Stab""]",2,"[109,123,123,136,151,151,180,245,272,272,289,289,289,349,349,446,446,460,5,18,18,37,37,62,75,98,98,126,137,15,28,28,28,28]","[{""floor"":2,""key"":""GhostInAJar""},{""floor"":4,""key"":""SteroidPotion""},{""floor"":7,""key"":""AttackPotion""},{""floor"":14,""key"":""Poison Potion""},{""floor"":18,""key"":""Strength Potion""},{""floor"":25,""key"":""SkillPotion""},{""floor"":28,""key"":""GhostInAJar""},{""floor"":29,""key"":""Ancient Potion""}]"
"[""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Defend_R+1"",""Defend_R+1"",""Defend_R+1"",""Defend_R+1"",""Bash"",""Mayhem+1"",""Discovery+1"",""Flame Barrier"",""Perfected Strike"",""Dropkick"",""Clash"",""Heavy Blade"",""Shrug It Off"",""Body Slam"",""Immolate+1"",""Entrench+1"",""J.A.X."",""HandOfGreed"",""Shockwave"",""Flex"",""Fiend Fire"",""Burning Pact"",""Infernal Blade""]","[""Burning Blood"",""Golden Idol"",""Darkstone Periapt"",""Vajra"",""Toolbox"",""Philosopher's Stone"",""MawBank"",""Bottled Flame""]",false,IRONCLAD,"[""Toolbox"",""HandOfGreed"",""Shockwave""]",4,"[115,131,131,131,131,164,164,164,187,203,2,26,42,66,66,186,186,202,202,202,301,71,71,87,127,139,151,179,191,203,234,246,258,258]","[{""floor"":6,""key"":""SteroidPotion""},{""floor"":12,""key"":""Fire Potion""},{""floor"":13,""key"":""Poison Potion""},{""floor"":14,""key"":""SteroidPotion""},{""floor"":24,""key"":""FearPotion""},{""floor"":25,""key"":""SteroidPotion""}]"
"[""Strike_R+1"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Pain""]","[""Burning Blood"",""Whetstone"",""WarpedTongs""]",false,IRONCLAD,[],0,"[113,129,129,129,129,129]",[]
"[""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Cold Snap"",""Defragment"",""Stack"",""Reinforced Body"",""Conserve Battery"",""White Noise"",""Gash"",""Undo"",""Gash"",""Sunder"",""Coolheaded"",""Defragment+1"",""Chill"",""Cold Snap"",""Self Repair"",""Capacitor"",""Doom and Gloom"",""White Noise"",""Glacier"",""Genetic Algorithm+1"",""Conserve Battery+1"",""Coolheaded"",""Self Repair"",""Force Field"",""Defragment+1"",""Streamline+1"",""Reinforced Body+1"",""Tempest+1"",""Redo"",""Thunder Strike"",""Go for the Eyes"",""Enlightenment"",""Lockon+1"",""Capacitor+1"",""Go for the Eyes+1"",""White Noise"",""Blizzard"",""Parasite""]","[""Cracked Core"",""Darkstone Periapt"",""Letter Opener"",""Oddly Smooth Stone"",""The Courier"",""Question Card"",""Orrery"",""Vajra"",""Nunchaku"",""Astrolabe"",""Red Mask"",""Bottled Lightning""]",false,DEFECT,"[""Oddly Smooth Stone"",""Defragment"",""Conserve Battery"",""Self Repair"",""Capacitor"",""Doom and Gloom"",""Self Repair"",""Force Field"",""Thunder Strike"",""Go for the Eyes"",""White Noise"",""Blizzard""]",0,"[209,209,209,25,43,43,56,2,2,22,48,67,67,67,67,162,162,181,11,21,32,44,64,64,76,122,122,122,122,33,53,53,149,149,167,10,10,10,0,0,18,29,102,121,7,7,7,7]","[{""floor"":7,""key"":""FairyPotion""},{""floor"":11,""key"":""Ancient Potion""},{""floor"":14,""key"":""SkillPotion""},{""floor"":16,""key"":""Regen Potion""},{""floor"":20,""key"":""LiquidBronze""},{""floor"":21,""key"":""Ancient Potion""},{""floor"":33,""key"":""Strength Potion""},{""floor"":41,""key"":""Dexterity Potion""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor"",""Neutralize"",""Dash+1"",""Accuracy+1"",""Blur"",""Cloak And Dagger+1"",""Blade Dance"",""Cloak And Dagger+1"",""Burst+1"",""Blade Dance"",""Blade Dance+1"",""Ghostly"",""Ghostly"",""Ghostly"",""Ghostly"",""Ghostly"",""Escape Plan"",""Wraith Form v2+1"",""Dagger Spray"",""Forethought""]","[""WristBlade"",""WarpedTongs"",""Happy Flower"",""Lantern"",""Lizard Tail"",""The Courier""]",false,THE_SILENT,"[""Blade Dance"",""Wraith Form v2"",""Forethought""]",6,"[119,131,91,110,110,110,121,137,162,87,87,39,39,55,55,153,153,167,178,178,178,188,188,208,208,208,220,220,93,93,21,21,21,21]","[{""floor"":3,""key"":""SpeedPotion""},{""floor"":3,""key"":""SmokeBomb""},{""floor"":3,""key"":""GhostInAJar""},{""floor"":4,""key"":""PowerPotion""},{""floor"":8,""key"":""GhostInAJar""},{""floor"":24,""key"":""Explosive Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Finesse""]","[""Cracked Core""]",false,DEFECT,[],0,"[99,99]",[]
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G+1"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Night Terror"",""Reflex+1"",""Underhanded Strike"",""Prepared"",""Flying Knee"",""Caltrops"",""Corpse Explosion""]","[""Ring of the Snake"",""The Specimen"",""Darkstone Periapt"",""Philosopher's Stone""]",false,THE_SILENT,[],2,"[111,127,140,159,159,159,185,285,357,375,375,392,406,421,421,525,525,537,550,550,550]","[{""floor"":1,""key"":""SpeedPotion""},{""floor"":2,""key"":""EssenceOfSteel""},{""floor"":3,""key"":""Energy Potion""},{""floor"":12,""key"":""SkillPotion""},{""floor"":18,""key"":""SkillPotion""}]"
"[""Zap"",""Dualcast"",""Static Discharge+1"",""Ball Lightning"",""Melter"",""Multi-Cast"",""Capacitor"",""Hyperbeam"",""Go for the Eyes"",""Hologram"",""Auto Shields"",""Leap"",""Aggregate"",""Redo"",""Aggregate"",""Static Discharge+1"",""Consume"",""Self Repair"",""Bite"",""Bite"",""Bite"",""Bite"",""Bite"",""Loop"",""Redo+1"",""Gash+1""]","[""Cracked Core"",""Boot"",""Vajra"",""Pandora's Box"",""Shovel"",""Pocketwatch"",""Toxic Egg 2""]",false,DEFECT,"[""Blood Vial"",""Consume"",""Toxic Egg 2"",""Energy Potion""]",1,"[116,116,130,154,329,329,359,377,404,404,421,421,438,448,448,546,546,561,581,290,310,310,310,310,338,338,338,351,46,56,56,56]","[{""floor"":1,""key"":""Explosive Potion""},{""floor"":3,""key"":""Fruit Juice""},{""floor"":13,""key"":""Strength Potion""},{""floor"":18,""key"":""Poison Potion""},{""floor"":19,""key"":""SteroidPotion""},{""floor"":25,""key"":""SteroidPotion""},{""floor"":30,""key"":""SteroidPotion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Go for the Eyes"",""Doom and Gloom+1"",""Chill+1"",""Rip and Tear"",""Cold Snap"",""Streamline"",""Thunder Strike+1"",""Hello World"",""Thunder Strike"",""Redo+1""]","[""Cracked Core"",""Bag of Marbles"",""Centennial Puzzle"",""Art of War"",""StoneCalendar"",""Blue Candle"",""Busted Crown"",""Juzu Bracelet"",""Regal Pillow"",""Bronze Scales"",""Dream Catcher""]",false,DEFECT,"[""Doom and Gloom"",""Juzu Bracelet"",""Regal Pillow""]",12,"[115,115,39,57,67,92,92,92,116,134,169,169,202,222,222,324,324,339,339,339,41,41,41,52,52,78,92,110,110,110,25,25,25,25]","[{""floor"":4,""key"":""SkillPotion""},{""floor"":5,""key"":""Dexterity Potion""},{""floor"":11,""key"":""GamblersBrew""},{""floor"":14,""key"":""Swift Potion""},{""floor"":18,""key"":""LiquidBronze""},{""floor"":27,""key"":""Block Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Bouncing Flask+1"",""Slice"",""Footwork"",""Finisher"",""Caltrops+1"",""PiercingWail"",""Terror"",""Dagger Spray"",""Accuracy"",""Riddle With Holes"",""After Image"",""Masterful Stab"",""Bane+1""]","[""Ring of the Snake"",""Strawberry"",""CultistMask"",""Blue Candle"",""Dream Catcher"",""Anchor"",""Busted Crown""]",false,THE_SILENT,"[""Footwork""]",2,"[112,124,124,51,62,90,90,120,175,175,200,200,211,286,286,382,382,400,418,418,418]","[{""floor"":1,""key"":""Explosive Potion""},{""floor"":6,""key"":""Strength Potion""},{""floor"":11,""key"":""GamblersBrew""},{""floor"":13,""key"":""Block Potion""},{""floor"":16,""key"":""SkillPotion""},{""floor"":18,""key"":""EssenceOfSteel""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Headbutt"",""Heavy Blade"",""Cleave+1"",""Body Slam+1"",""Flame Barrier"",""Barricade+1"",""Entrench+1"",""Flame Barrier+1"",""Parasite"",""Doubt"",""Flame Barrier""]","[""Burning Blood"",""Blood Vial"",""Bronze Scales"",""Cursed Key"",""Tiny Chest"",""Red Mask"",""Sundial"",""Ancient Tea Set""]",false,IRONCLAD,[],11,"[119,44,44,57,71,71,91,122,146,146,162,181,181,181,181,284,284,298,397,408,353,371,382,382,412,412,412,412,422,433,433,433]","[{""floor"":7,""key"":""GamblersBrew""},{""floor"":11,""key"":""GamblersBrew""},{""floor"":12,""key"":""GamblersBrew""},{""floor"":16,""key"":""Strength Potion""},{""floor"":22,""key"":""Fire Potion""},{""floor"":23,""key"":""Dexterity Potion""},{""floor"":25,""key"":""Strength Potion""},{""floor"":30,""key"":""GamblersBrew""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Dash"",""Cloak And Dagger"",""Blade Dance"",""Footwork"",""Deadly Poison""]","[""Ring of the Snake"",""Peace Pipe"",""GremlinMask"",""Potion Belt""]",false,THE_SILENT,"[""Footwork""]",17,"[17,33,33,51,11,36,36,36]","[{""floor"":2,""key"":""Fire Potion""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor"",""Neutralize"",""Slice"",""Riddle With Holes"",""Blur"",""All Out Attack"",""Endless Agony"",""Noxious Fumes"",""Noxious Fumes"",""Dodge and Roll"",""Acrobatics"",""Infinite Blades"",""Underhanded Strike"",""Sucker Punch"",""Tools of the Trade"",""Bane"",""Choke"",""Wild Strike+1"",""Acrobatics"",""Machine Learning"",""Recycle""]","[""Ring of the Snake"",""Torii"",""Vajra"",""Dream Catcher"",""Bag of Marbles"",""HoveringKite"",""PrismaticShard"",""Regal Pillow"",""Toxic Egg 2""]",false,THE_SILENT,"[""Vajra"",""PrismaticShard"",""Choke""]",0,"[110,121,133,145,155,155,190,38,64,64,83,83,109,125,125,229,229,248,248,10,23,23,23,52,70,70,70,70]","[{""floor"":11,""key"":""SkillPotion""},{""floor"":13,""key"":""SneckoOil""},{""floor"":14,""key"":""EssenceOfSteel""},{""floor"":16,""key"":""LiquidBronze""},{""floor"":18,""key"":""AttackPotion""},{""floor"":21,""key"":""FearPotion""},{""floor"":24,""key"":""PowerPotion""}]"
"[""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Storm+1"",""Coolheaded"",""Barrage+1"",""Capacitor+1"",""Multi-Cast"",""Electrodynamics"",""Melter"",""Sweeping Beam+1""]","[""Cracked Core"",""Centennial Puzzle"",""Potion Belt"",""Bottled Tornado"",""Boot"",""Empty Cage""]",false,DEFECT,[],1,"[113,38,50,50,67,67,94,94,120,145,145,155,155,211,211,308,308,326,226,226,236,256,256,256,256]","[{""floor"":1,""key"":""GamblersBrew""},{""floor"":7,""key"":""Regen Potion""},{""floor"":10,""key"":""FearPotion""},{""floor"":11,""key"":""Block Potion""},{""floor"":11,""key"":""Swift Potion""},{""floor"":11,""key"":""FairyPotion""},{""floor"":14,""key"":""Fruit Juice""},{""floor"":22,""key"":""GamblersBrew""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor"",""Neutralize+1"",""All Out Attack+1"",""Backflip+1"",""Bouncing Flask+1"",""Crippling Poison+1"",""Corpse Explosion"",""Noxious Fumes+1"",""Deadly Poison+1"",""Escape Plan"",""Die Die Die"",""Dash+1"",""Apotheosis+1"",""Backflip+1"",""Well Laid Plans"",""Reflex+1"",""Acrobatics+1"",""Terror+1"",""Impatience+1"",""Outmaneuver+1""]","[""Philosopher's Stone"",""War Paint"",""Matryoshka"",""Ginger"",""Membership Card"",""Pantograph"",""Meat on the Bone"",""Lantern"",""Tingsha"",""Blue Candle"",""Toxic Egg 2"",""Empty Cage"",""Old Coin"",""Mummified Hand"",""PreservedInsect"",""Bottled Flame"",""Happy Flower"",""TheAbacus"",""Ornamental Fan"",""Strawberry"",""Anchor"",""Dead Branch""]",false,THE_SILENT,"[""Membership Card"",""Pantograph"",""Noxious Fumes"",""Apotheosis+1"",""Happy Flower"",""Backflip+1"",""Well Laid Plans"",""Reflex+1"",""TheAbacus"",""Block Potion"",""Strawberry"",""Anchor"",""SkillPotion"",""SkillPotion"",""FearPotion"",""Terror+1"",""Impatience+1"",""Outmaneuver+1""]",0,"[115,134,154,154,254,283,293,293,293,305,305,305,305,305,305,404,404,415,13,13,32,50,50,79,96,96,196,196,196,208,243,243,345,345,362,762,762,762,781,812,832,832,832,847,423,423,457,473,473,473,473,473,75,109,109,109]","[{""floor"":1.0,""key"":""Poison Potion""},{""floor"":6.0,""key"":""FairyPotion""},{""floor"":7.0,""key"":""SteroidPotion""},{""floor"":14.0,""key"":""PowerPotion""},{""floor"":14.0,""key"":""SteroidPotion""},{""floor"":16.0,""key"":""Regen Potion""},{""floor"":21.0,""key"":""Fire Potion""},{""floor"":22.0,""key"":""Dexterity Potion""},{""floor"":30.0,""key"":""Fire Potion""},{""floor"":31.0,""key"":""Fire Potion""},{""floor"":35.0,""key"":""PowerPotion""},{""floor"":39.0,""key"":""Dexterity Potion""},{""floor"":41.0,""key"":""Weak Potion""}]"
